CATNUM	NAME	RA_OBJ	DEC_OBJ	GLON_OBJ	GLAT_OBJ	ALWAYS_CLEAN
6N	30S	9N	9N	9N	9N	1N
8043  USNO-B1.0 0301-00239906  170.44542  -59.86167  291.89281    1.07453  F
8044  IGR J11366-6002  174.15800  -60.03300  293.71265    1.49295  F
8045  NGC 4180  183.26200    7.03800  276.79173   67.93980  F
8046  Was 49  183.57400   29.52800  194.39735   81.48451  F
8047  1H 1249-637  190.70900  -63.05800  301.95774   -0.20252  F
8048  PKS 1241-399  191.12200  -40.21200  301.49436   22.64035  F
8049  ESO 323-32  193.33500  -41.63700  303.31319   21.23334  F
8050  IGR J13000+2529  195.00000   25.48300  352.80037   87.47249  F
8051  IGR J13057+2036  196.42700   20.58100  330.16348   82.68610  F
8052  IGR J13109-5552  197.68300  -55.86300  305.65635    6.90665  F
8053  NGC 5033  198.36500   36.59300   98.05581   79.44848  F
8054  IGR J13186-6257  199.65000  -62.94600  306.01474   -0.23695  F
8055  ESO 383-18  203.36000  -34.01600  312.78751   28.05066  F
8056  BH CVn  203.69900   37.18200   83.32264   76.40780  F
8057  IGR J14003-6326  210.15400  -63.44600  310.57202   -1.60506  F
8058  V834 Cen  212.28100  -45.28800  316.97875   15.45435  F
8059  IGR J14175-4641  214.26500  -46.69400  317.86188   13.68068  F
8060  USNO-A2.0 0225-20293277  217.33700  -67.26000  312.20232   -6.16743  F
8061  IGR J14319-3315  217.98800  -33.24500  326.01862   25.08123  F
8062  IGR J14331-6112  218.35800  -61.20300  314.90112   -0.72408  F
8063  IGR J14471-6414  221.61670  -64.23330  315.03516   -4.09884  F
8064  IGR J14471-6319  221.81200  -63.28800  315.52097   -3.28274  F
8065  IGR J14532-6356  223.31200  -63.92600  315.83784   -4.14968  F
8066  IGR J15094-6649  227.35800  -66.82300  315.92520   -7.49888  F
8067  IGR J15161-3827  229.03800  -38.44800  331.71132   16.20559  F
8068  IGR J15283-4443  232.10000  -44.73300  330.05589    9.71497  F
8069  1RXS J153552.8-575055  233.97000  -57.84900  323.42210   -1.67445  F
8070  XTE J1543-568  236.00800  -56.71100  324.98576   -1.41965  F
8071  XTE J1550-564  237.74500  -56.47600  325.88284   -1.82669  F
8072  IGR J15529-5029  238.19400  -50.49786  329.86157    2.64406  F
8073  IGR J15539-6142  238.33700  -61.67100  322.82221   -6.04106  F
8074  1H 1556-605  240.26000  -60.73800  324.13944   -5.93148  F
8075  LEDA 2801977  240.45120  -61.14830  323.93731   -6.30105  F
8076  IGR J16056-6110  241.39600  -61.17100  324.26410   -6.62163  F
8077  PSR J1617-5055  244.37200  -50.92000  332.49961   -0.27487  F
8078  2E 1613.5-5053  244.40100  -51.04000  332.42909   -0.37366  F
8079  IGR J16248-4603  246.20800  -46.04300  336.80369    2.32241  F
8080  IGR J16283-4838  247.04500  -48.64800  335.32735    0.10226  F
8081  IGR J16287-5021  247.11200  -50.37800  334.10822   -1.12603  F
8082  IGR J16316-4028  247.90000  -40.46600  341.70004    5.28106  F
8083  IGR J16328-4726  248.19200  -47.43600  336.73496    0.37718  F
8084  4U 1630-47  248.50200  -47.39400  336.90837    0.25190  F
8085  IGR J16351-5806  248.80700  -58.08000  329.12845   -7.09633  F
8086  IGR J16358-4726  248.97400  -47.42800  337.09929   -0.00643  F
8087  IGR J16385-2057  249.62500  -20.94300  357.70957   17.01143  F
8088  IGR J16426+6536  250.76670   65.54810   96.64302   37.64808  F
8089  IGR J16460+0849  251.48800    8.81800   26.29714   31.85278  F
8090  IGR J16465-4507  251.64800  -45.11700  340.05476    0.13506  F
8091  IGR J16500-3307  252.50400  -33.11600  349.70919    7.33033  F
8092  IGR J17008-6425  255.20400  -64.42500  326.08526  -13.47250  F
8093  H 1705-250  257.06100  -25.09100  358.58790    9.05694  F
8094  XTE J1709-267  257.37700  -26.65500  357.47315    7.91179  F
8095  XTE J1716-389  258.94200  -38.83500  348.33591   -0.27938  F
8096  NGC 6334B  260.09087  -35.88006  351.27687    0.67777  F
8097  ESO 138- G 024  261.02700  -59.38200  331.95029  -12.93460  F
8098  IGR J17269-4737  261.70500  -47.64000  342.20339   -6.92269  F
8099  IGR J17314-2854  262.85400  -28.89500  358.37461    2.65000  F
8100  V2487 Oph  262.99900  -19.23200    6.60448    7.77506  F
8101  QSO B1730-130  263.26100  -13.08000   12.03255   10.81195  F
8102  IGR J17348-2045  263.70000  -20.75000    5.66590    6.40729  F
8103  IGR J17364-2711  264.12500  -27.20000    0.40914    2.62561  F
8104  IGR J17379-3747  264.47500  -37.78300  351.63010   -3.29776  F
8105  AX J1739.3-2923  264.82900  -29.39800  358.88249    0.92647  F
8106  IGR J17419-2802  265.48300  -28.03100    0.34592    1.16465  F
8107  IGR J17426-0258  265.64600   -2.96300   22.20192   13.85433  F
8108  IGR J17445-2747  266.13300  -27.78300    0.85871    0.80607  F
8110  IGR J17472+0701  266.79600    7.01800   31.94160   17.46537  F
8111  IGR J17487-3124  267.17100  -31.38100  358.25163   -1.83302  F
8112  AX J1749.1-2733  267.28800  -27.55300    1.58607    0.05091  F
8113  IGR J17507-2647  267.67500  -26.79100    2.41673    0.14671  F
8114  IGR J17515-1533  267.88300  -15.54300   12.21436    5.70439  F
8115  IGR J17536-2339  268.40000  -23.65000    5.45377    1.18293  F
8116  IGR J17541-2252  268.52500  -22.86600    6.18816    1.48095  F
8117  IGR J17586-2129  269.65800  -21.32600    8.04764    1.34687  F
8118  IGR J18048-1455  271.16200  -14.94600   14.30706    3.25233  F
8119  IGR J18134-1636  273.35000  -16.59800   13.87893    0.61050  F
8120  IGR J18135-1751  273.36200  -17.84800   12.78716    0.00163  F
8121  IGR J18159-3353  273.97500  -33.88300  358.86534   -8.05367  F
8122  IGR J18173-2509  274.32900  -25.15100    6.78379   -4.26072  F
8123  IGR J18193-2542  274.82100  -25.70300    6.50329   -4.91185  F
8124  2MASS J18212901-1316418  275.37100  -13.27800   17.72796    0.46754  F
8125  IGR J18246-1425  276.15400  -14.39400   17.09890   -0.72735  F
8126  IGR J18249-3243  276.23600  -32.71600    0.78243   -9.21143  F
8127  IGR J18256-1035  276.40400  -10.58600   20.57988    0.83598  F
8128  1RXS J182557.5-071021  276.49000   -7.17200   23.64141    2.35171  F
8129  RX J1826.2-1450  276.56300  -14.84800   16.88206   -1.28925  F
8130  AX J1830.6-1002  277.66300  -10.04500   21.63467   -0.00926  F
8131  IGR J18308-1232  277.69600  -12.53100   19.44585   -1.18868  F
8132  2MASS J18322828-0756420  278.11700   -7.94000   23.70846    0.56659  F
8133  PSR J1840+13  280.03800   13.53200   43.79936    8.58565  F
8134  3A 1845-024  282.07400   -2.42000   30.42009   -0.40473  F
8135  IGR J18485-0047  282.11700   -0.77800   31.90094    0.30598  F
8136  IGR J18539+0727  283.47500    7.45800   39.85438    2.84915  F
8137  4U 1901+03  285.90500    3.19100   37.16115   -1.25081  F
8138  IGR J19048-1240  286.20400  -12.66100   23.08215   -8.66185  F
8139  SGR 1900+14  286.81000    9.32200   43.02096    0.76524  F
8140  XTE J1908+094  287.22100    9.38400   43.26273    0.43379  F
8141  AX J1910.7+0917  287.69600    9.28500   43.39123   -0.02770  F
8142  [HB89] 1921-293  291.21300  -29.24100    9.34485  -19.60676  F
8143  IGR J19267+1325  291.61200   13.36800   48.79680   -1.50888  F
8144  IGR J19284+0107  292.10000    1.11800   38.17589   -7.70019  F
8145  IGR J19308+0530  292.69200    5.50100   42.35809   -6.17527  F
8146  IGR J19405-3016  295.12100  -30.26600    9.54909  -23.14567  F
8147  IGR J19487+5120  297.18300   51.33600   84.59257   12.62004  F
8148  ESO 399-20  301.73800  -34.54800    6.74950  -29.72061  F
8149  IGR J20188+3647  304.70000   36.80000   74.92024    0.45981  F
8150  SAX J2103.5+4545  315.89900   45.75100   87.12996   -0.68528  T
8151  IGR J21117+3427  317.95000   34.46600   79.78711   -9.42569  F
8152  IGR J21272+4241  321.79200   42.69100   87.84945   -5.84859  F
8153  IGR J21347+4737  323.84600   47.57700   92.26377   -3.27802  F
8154  IGR J22234-4116  335.85000  -41.26100  358.24006  -56.61063  F
8155  IGR J23130+8608  348.26300   86.13300  121.17651   23.60134  F
8156  IGR J23308+7120  352.69600   71.33600  116.51073    9.47676  F
8157  IGR J23524+5842  358.11200   58.70000  115.31970   -3.29717  F
13000  FRB180916   29.50000   65.73300  129.71000    3.72500  U
